time,nasi,jouge+,jouge,zenmen+,zenmen,musi+,musi,image,image2(banner),correct,incorrect
1.6961441000000015,0,0,0,0,0,0,0,,,0,0
1.712811000000002,0,0,0,0,0,0,0,,,0,0
1.7294780000000003,0,0,0,0,0,0,0,,,0,0
1.746145000000002,0,0,0,0,0,0,0,,,0,0
1.7628120000000003,0,0,0,0,0,0,0,,,0,0
1.7794787999999997,0,0,0,0,0,0,0,,,0,0
1.7961456000000027,0,0,0,0,0,0,0,,,0,0
1.812812400000002,0,0,0,0,0,0,0,,,0,0
1.8294791000000004,0,0,0,0,0,0,0,,,0,0
1.8461458000000022,0,0,0,0,0,0,0,,,0,0
1.8628127000000028,0,0,0,0,0,0,0,,,0,0
1.879479400000001,0,0,0,0,0,0,0,,,0,0
1.8961463000000016,0,0,0,0,0,0,0,,,0,0
1.9128129999999999,0,0,0,0,0,0,0,,,0,0
1.9294798000000029,0,0,0,0,0,0,0,,,0,0
1.9461467,0,0,0,0,0,0,0,,,0,0
1.9628137000000017,0,0,0,0,0,0,0,,,0,0
1.9794806999999999,0,0,0,0,0,0,0,,,0,0
1.9961474000000017,0,0,0,0,0,0,0,,,0,0
2.0128143000000023,0,0,0,0,0,0,0,,,0,0
2.029481200000003,0,0,0,0,0,0,0,,,0,0
2.046147900000001,0,0,0,0,0,0,0,,,0,0
2.062814900000003,0,0,0,0,0,0,0,,,0,0
2.0794818,0,0,0,0,0,0,0,,,0,0
2.0961485000000017,0,0,0,0,0,0,0,,,0,0
2.112815300000001,0,0,0,0,0,0,0,,,0,0
2.1294821000000006,0,0,0,0,0,0,0,,,0,0
2.1461489,0,0,0,0,0,0,0,,,0,0
2.162815900000002,0,0,0,0,0,0,0,,,0,0
2.1794826,0,0,0,0,0,0,0,,,0,0
2.1961493999999995,0,0,0,0,0,0,0,,,0,0
2.2128163,0,0,0,0,0,0,0,,,0,0
2.229483000000002,0,0,0,0,0,0,0,,,0,0
2.2461498000000013,0,0,0,0,0,0,0,,,0,0
2.2628164999999996,0,0,0,0,0,0,0,,,0,0
2.2794833000000025,0,0,0,0,0,0,0,,,0,0
2.2961503000000008,0,0,0,0,0,0,0,,,0,0
2.3128171,0,0,0,0,0,0,0,,,0,0
2.3294838999999996,0,0,0,0,0,0,0,,,0,0
2.3461506000000014,0,0,0,0,0,0,0,,,0,0
2.3628172999999997,0,0,0,0,0,0,0,,,0,0
2.3794843000000014,0,0,0,0,0,0,0,,,0,0
2.3961512999999997,0,0,0,0,0,0,0,,,0,0
2.4128183000000014,0,0,0,0,0,0,0,,,0,0
2.429485100000001,0,0,0,0,0,0,0,,,0,0
2.4461520000000014,0,0,0,0,0,0,0,,,0,0
2.4628189999999996,0,0,0,0,0,0,0,,,0,0
2.4794860000000014,0,0,0,0,0,0,0,,,0,0
2.496152900000002,0,0,0,0,0,0,0,,,0,0
2.5128198000000026,0,0,0,0,0,0,0,,,0,0
2.529486600000002,0,0,0,0,0,0,0,,,0,0
2.5461534000000015,0,0,0,0,0,0,0,,,0,0
2.5628200999999997,0,0,0,0,0,0,0,,,0,0
2.5794868000000015,0,0,0,0,0,0,0,,,0,0
2.596153600000001,0,0,0,0,0,0,0,,,0,0
2.6128203000000028,0,0,0,0,0,0,0,,,0,0
2.629487100000002,0,0,0,0,0,0,0,,,0,0
2.646154000000003,0,0,0,0,0,0,0,,,0,0
2.662821000000001,0,0,0,0,0,0,0,,,0,0
2.6794879000000016,0,0,0,0,0,0,0,,,0,0
2.6961549,0,0,0,0,0,0,0,,,0,0
2.712821700000003,0,0,0,0,0,0,0,,,0,0
2.7294886,0,0,0,0,0,0,0,,,0,0
2.746155400000003,0,0,0,0,0,0,0,,,0,0
2.7628223,0,0,0,0,0,0,0,,,0,0
2.7794890000000017,0,0,0,0,0,0,0,,,0,0
2.7961557,0,0,0,0,0,0,0,,,0,0
2.812822500000003,0,0,0,0,0,0,0,,,0,0
2.8294984999999997,0,0,0,0,0,0,0,,,0,0
2.8461652000000015,0,0,0,0,0,0,0,,,0,0
2.8628321999999997,0,0,0,0,0,0,0,,,0,0
2.8794990000000027,0,0,0,0,0,0,0,,,0,0
2.896166000000001,0,0,0,0,0,0,0,,,0,0
2.9128327000000027,0,0,0,0,0,0,0,,,0,0
2.929499400000001,0,0,0,0,0,0,0,,,0,0
2.946166100000003,0,0,0,0,0,0,0,,,0,0
2.962832800000001,0,0,0,0,0,0,0,,,0,0
2.9794997000000016,0,0,0,0,0,0,0,,,0,0
2.9961664,0,0,0,0,0,0,0,,,0,0
3.0128331000000017,0,0,0,0,0,0,0,,,0,0
3.029499900000001,0,0,0,0,0,0,0,,,0,0
3.0461667000000006,0,0,0,0,0,0,0,,,0,0
3.0628335,0,0,0,0,0,0,0,,,0,0
3.0795002999999994,0,0,0,0,0,0,0,,,0,0
3.0961672,0,0,0,0,0,0,0,,,0,0
3.1128341000000006,0,0,0,0,0,0,0,,,0,0
3.129501000000001,0,0,0,0,0,0,0,,,0,0
3.146167900000002,0,0,0,0,0,0,0,,,0,0
3.1628349,0,0,0,0,0,0,0,,,0,0
3.179501600000002,0,0,0,0,0,0,0,,,0,0
3.1961683,0,0,0,0,0,0,0,,,0,0
3.2128352000000007,0,0,0,0,0,0,0,,,0,0
3.2295021000000013,0,0,0,0,0,0,0,,,0,0
3.2461690999999995,0,0,0,0,0,0,0,,,0,0
3.2628359000000025,0,0,0,0,0,0,0,,,0,0
3.279502700000002,0,0,0,0,0,0,0,,,0,0
3.2961697,0,0,0,0,0,0,0,,,0,0
3.312836700000002,0,0,0,0,0,0,0,,,0,0
3.3295034,0,0,0,0,0,0,0,,,0,0
3.3461703000000007,0,0,0,0,0,0,0,,,0,0
3.3628371,0,0,0,0,0,0,0,,,0,0
3.379503800000002,0,0,0,0,0,0,0,,,0,0
3.3961706000000014,0,0,0,0,0,0,0,,,0,0
3.4128375999999996,0,0,0,0,0,0,0,,,0,0
3.4295045,0,0,0,0,0,0,0,,,0,0
3.4461712999999996,0,0,0,0,0,0,0,,,0,0
3.4628382,0,0,0,0,0,0,0,,,0,0
3.4795049999999996,0,0,0,0,0,0,0,,,0,0
3.4961718000000026,0,0,0,0,0,0,0,,,0,0
3.5128386999999996,0,0,0,0,0,0,0,,,0,0
3.5295056000000002,0,0,0,0,0,0,0,,,0,0
3.546172500000001,0,0,0,0,0,0,0,,,0,0
3.5628393000000003,0,0,0,0,0,0,0,,,0,0
3.5795060999999997,0,0,0,0,0,0,0,,,0,0
3.5961731000000015,0,0,0,0,0,0,0,,,0,0
3.6128400999999997,0,0,0,0,0,0,0,,,0,0
3.6295069000000026,0,0,0,0,0,0,0,,,0,0
3.646173600000001,0,0,0,0,0,0,0,,,0,0
3.6628404000000003,0,0,0,0,0,0,0,,,0,0
3.679507400000002,0,0,0,0,0,0,0,,,0,0
3.6961743000000027,0,0,0,0,0,0,0,,,0,0
3.712841300000001,0,0,0,0,0,0,0,,,0,0
3.7295082000000015,0,0,0,0,0,0,0,,,0,0
3.7461751999999997,0,0,0,0,0,0,0,,,0,0
3.7628422000000015,0,0,0,0,0,0,0,,,0,0
3.779509000000001,0,0,0,0,0,0,0,,,0,0
3.7961759000000015,0,0,0,0,0,0,0,,,0,0
3.8128425999999997,0,0,0,0,0,0,0,,,0,0
3.8295096000000015,0,0,0,0,0,0,0,,,0,0
3.846176500000002,0,0,0,0,0,0,0,,,0,0
3.8628434000000027,0,0,0,0,0,0,0,,,0,0
3.8795102999999997,0,0,0,0,0,0,0,,,0,0
3.8961773000000015,0,0,0,0,0,0,0,,,0,0
3.9128439999999998,0,0,0,0,0,0,0,,,0,0
3.9295108000000027,0,0,0,0,0,0,0,,,0,0
3.946177800000001,0,0,0,0,0,0,0,,,0,0
3.9628446000000004,0,0,0,0,0,0,0,,,0,0
3.9795114,0,0,0,0,0,0,0,,,0,0
3.9961781000000016,0,0,0,0,0,0,0,,,0,0
4.012844900000001,0,0,0,0,0,0,0,,,0,0
4.0295117000000005,0,0,0,0,0,0,0,,,0,0
4.046178600000001,0,0,0,0,0,0,0,,,0,0
4.0628454000000005,0,0,0,0,0,0,0,,,0,0
4.079512100000002,0,0,0,0,0,0,0,,,0,0
4.096178800000001,0,0,0,0,0,0,0,,,0,0
4.112845700000001,0,0,0,0,0,0,0,,,0,0
4.129512700000003,0,0,0,0,0,0,0,,,0,0
4.146179400000001,0,0,0,0,0,0,0,,,0,0
4.162846099999999,0,0,0,0,0,0,0,,,0,0
4.179513,0,0,0,0,0,0,0,,,0,0
4.196180000000002,0,0,0,0,0,0,0,,,0,0
4.2128467,0,0,0,0,0,0,0,,,0,0
4.2295134999999995,0,0,0,0,0,0,0,,,0,0
4.2461804,0,0,0,0,0,0,0,,,0,0
4.2628471999999995,0,0,0,0,0,0,0,,,0,0
4.279513900000001,0,0,0,0,0,0,0,,,0,0
4.296180800000002,0,0,0,0,0,0,0,,,0,0
4.312847600000001,0,0,0,0,0,0,0,,,0,0
4.329514500000002,0,0,0,0,0,0,0,,,0,0
4.3461812,0,0,0,0,0,0,0,,,0,0
4.362847900000002,0,0,0,0,0,0,0,,,0,0
4.379514700000001,0,0,0,0,0,0,0,,,0,0
4.3961814,0,0,0,0,0,0,0,,,0,0
4.412848200000003,0,0,0,0,0,0,0,,,0,0
4.4295151,0,0,0,0,0,0,0,,,0,0
4.446181900000003,0,0,0,0,0,0,0,,,0,0
4.4628488,0,0,0,0,0,0,0,,,0,0
4.4795155000000015,0,0,0,0,0,0,0,,,0,0
4.4961825,0,0,0,0,0,0,0,,,0,0
4.5128495000000015,0,0,0,0,0,0,0,,,0,0
4.529516300000001,0,0,0,0,0,0,0,,,0,0
4.5461831,0,0,0,0,0,0,0,,,0,0
4.5628499,0,0,0,0,0,0,0,,,0,0
4.5795169000000016,0,0,0,0,0,0,0,,,0,0
4.5961836,0,0,0,0,0,0,0,,,0,0
4.6128505,0,0,0,0,0,0,0,,,0,0
4.6295173,0,0,0,0,0,0,0,,,0,0
4.646184100000003,0,0,0,0,0,0,0,,,0,0
4.662850900000002,0,0,0,0,0,0,0,,,0,0
4.679517800000003,0,0,0,0,0,0,0,,,0,0
4.6961847,0,0,0,0,0,0,0,,,0,0
4.712851500000003,0,0,0,0,0,0,0,,,0,0
4.7295184,0,0,0,0,0,0,0,,,0,0
4.746185400000002,0,0,0,0,0,0,0,,,0,0
4.7628521,0,0,0,0,0,0,0,,,0,0
4.779518900000003,0,0,0,0,0,0,0,,,0,0
4.796185700000002,0,0,0,0,0,0,0,,,0,0
4.812852400000001,0,0,0,0,0,0,0,,,0,0
4.829519400000002,0,0,0,0,0,0,0,,,0,0
4.846186300000003,0,0,0,0,0,0,0,,,0,0
4.862853300000001,0,0,0,0,0,0,0,,,0,0
4.879520200000002,0,0,0,0,0,0,0,,,0,0
4.896187000000001,0,0,0,0,0,0,0,,,0,0
4.912854000000003,0,0,0,0,0,0,0,,,0,0
4.9295209,0,0,0,0,0,0,0,,,0,0
4.946187699999999,0,0,0,0,0,0,0,,,0,0
4.9628546,0,0,0,0,0,0,0,,,0,0
4.979521399999999,0,0,0,0,0,0,0,,,0,0
4.996188200000002,0,0,0,0,0,0,0,,,0,0
5.012854900000001,0,0,0,0,0,0,0,,,0,0
5.0295216000000025,0,0,0,0,0,0,0,,,0,0
5.0461884999999995,0,0,0,0,0,0,0,,,0,0
5.062855500000001,0,0,0,0,0,0,0,,,0,0
5.079522400000002,0,0,0,0,0,0,0,,,0,0
5.0961893000000025,0,0,0,0,0,0,0,,,0,0
5.112856000000001,0,0,0,0,0,0,0,,,0,0
5.1295227000000025,0,0,0,0,0,0,0,,,0,0
5.146189500000002,0,0,0,0,0,0,0,,,0,0
5.162856400000003,0,0,0,0,0,0,0,,,0,0
5.179523400000001,0,0,0,0,0,0,0,,,0,0
5.1961904000000025,0,0,0,0,0,0,0,,,0,0
5.212857100000001,0,0,0,0,0,0,0,,,0,0
5.229524000000001,0,0,0,0,0,0,0,,,0,0
5.2461907,0,0,0,0,0,0,0,,,0,0
5.2628574000000015,0,0,0,0,0,0,0,,,0,0
5.2795244,0,0,0,0,0,0,0,,,0,0
5.2961913,0,0,0,0,0,0,0,,,0,0
5.312858300000002,0,0,0,0,0,0,0,,,0,0
5.3295253,0,0,0,0,0,0,0,,,0,0
5.346192000000002,0,0,0,0,0,0,0,,,0,0
5.362859,0,0,0,0,0,0,0,,,0,0
5.379526000000002,0,0,0,0,0,0,0,,,0,0
5.396192900000003,0,0,0,0,0,0,0,,,0,0
5.412859600000001,0,0,0,0,0,0,0,,,0,0
5.4295265000000015,0,0,0,0,0,0,0,,,0,0
5.446193300000001,0,0,0,0,0,0,0,,,0,0
5.4628601,0,0,0,0,0,0,0,,,0,0
5.479526800000002,0,0,0,0,0,0,0,,,0,0
5.4961935,0,0,0,0,0,0,0,,,0,0
5.5128603,0,0,0,0,0,0,0,,,0,0
5.5295272,0,0,0,0,0,0,0,,,0,0
5.546194200000002,0,0,0,0,0,0,0,,,0,0
5.5628609,0,0,0,0,0,0,0,,,0,0
5.579527600000002,0,0,0,0,0,0,0,,,0,0
5.5961943000000005,0,0,0,0,0,0,0,,,0,0
5.612861200000001,0,0,0,0,0,0,0,,,0,0
5.629528100000002,0,0,0,0,0,0,0,,,0,0
5.6461948,0,0,0,0,0,0,0,,,0,0
5.662861600000003,0,0,0,0,0,0,0,,,0,0
5.679528300000001,0,0,0,0,0,0,0,,,0,0
5.696195200000002,0,0,0,0,0,0,0,,,0,0
5.712862000000001,0,0,0,0,0,0,0,,,0,0
5.7295286999999995,0,0,0,0,0,0,0,,,0,0
5.746195400000001,0,0,0,0,0,0,0,,,0,0
5.762862200000001,0,0,0,0,0,0,0,,,0,0
5.7795289000000025,0,0,0,0,0,0,0,,,0,0
5.796195700000002,0,0,0,0,0,0,0,,,0,0
5.8128624,0,0,0,0,0,0,0,,,0,0
5.829529100000002,0,0,0,0,0,0,0,,,0,0
5.846196000000003,0,0,0,0,0,0,0,,,0,0
5.862863000000001,0,0,0,0,0,0,0,,,0,0
5.8795298,0,0,0,0,0,0,0,,,0,0
5.896196500000002,0,0,0,0,0,0,0,,,0,0
5.9128633000000015,0,0,0,0,0,0,0,,,0,0
5.92953,0,0,0,0,0,0,0,,,0,0
5.9461969,0,0,0,0,0,0,0,,,0,0
5.962863800000001,0,0,0,0,0,0,0,,,0,0
5.9795306,0,0,0,0,0,0,0,,,0,0
5.996197500000001,0,0,0,0,0,0,0,,,0,0
6.0128643,0,0,0,0,0,0,0,,,0,0
6.029531000000002,0,0,0,0,0,0,0,,,0,0
6.046197800000002,0,0,0,0,0,0,0,,,0,0
6.062864700000002,0,0,0,0,0,0,0,,,0,0
6.079531500000002,0,0,0,0,0,0,0,,,0,0
6.096198300000001,0,0,0,0,0,0,0,,,0,0
6.112865000000003,0,0,0,0,0,0,0,,,0,0
6.129531700000001,0,0,0,0,0,0,0,,,0,0
6.146198600000002,0,0,0,0,0,0,0,,,0,0
6.1628653,0,0,0,0,0,0,0,,,0,0
6.179532300000002,0,0,0,0,0,0,0,,,0,0
6.196199200000002,0,0,0,0,0,0,0,,,0,0
6.212866100000003,0,0,0,0,0,0,0,,,0,0
6.229533,0,0,0,0,0,0,0,,,0,0
6.246199700000002,0,0,0,0,0,0,0,,,0,0
6.262866600000002,0,0,0,0,0,0,0,,,0,0
6.279533300000001,0,0,0,0,0,0,0,,,0,0
6.296200200000001,0,0,0,0,0,0,0,,,0,0
6.3128668999999995,0,0,0,0,0,0,0,,,0,0
6.329533600000001,0,0,0,0,0,0,0,,,0,0
6.346200400000001,0,0,0,0,0,0,0,,,0,0
6.3628671000000026,0,0,0,0,0,0,0,,,0,0
6.379533800000001,0,0,0,0,0,0,0,,,0,0
6.3962006,0,0,0,0,0,0,0,,,0,0
6.412867600000002,0,0,0,0,0,0,0,,,0,0
6.429534400000001,0,0,0,0,0,0,0,,,0,0
6.446201300000002,0,0,0,0,0,0,0,,,0,0
6.4628683,0,0,0,0,0,0,0,,,0,0
6.479535200000001,0,0,0,0,0,0,0,,,0,0
6.496202,0,0,0,0,0,0,0,,,0,0
6.512868900000001,0,0,0,0,0,0,0,,,0,0
6.529535600000003,0,0,0,0,0,0,0,,,0,0
6.5462025,0,0,0,0,0,0,0,,,0,0
6.562869300000003,0,0,0,0,0,0,0,,,0,0
6.579536300000001,0,0,0,0,0,0,0,,,0,0
6.5962031,0,0,0,0,0,0,0,,,0,0
6.612869800000002,0,0,0,0,0,0,0,,,0,0
6.6295365,0,0,0,0,0,0,0,,,0,0
6.646203400000001,0,0,0,0,0,0,0,,,0,0
6.6628702,0,0,0,0,0,0,0,,,0,0
6.679536900000002,0,0,0,0,0,0,0,,,0,0
6.696203800000003,0,0,0,0,0,0,0,,,0,0
6.7128707,0,0,0,0,0,0,0,,,0,0
6.7295376000000005,0,0,0,0,0,0,0,,,0,0
6.746204500000001,0,0,0,0,0,0,0,,,0,0
6.762871400000002,0,0,0,0,0,0,0,,,0,0
6.779538300000002,0,0,0,0,0,0,0,,,0,0
6.7962050000000005,0,0,0,0,0,0,0,,,0,0
6.812871700000002,0,0,0,0,0,0,0,,,0,0
6.829538500000002,0,0,0,0,0,0,0,,,0,0
6.846205300000001,0,0,0,0,0,0,0,,,0,0
6.862872100000001,0,0,0,0,0,0,0,,,0,0
6.879539000000001,0,0,0,0,0,0,0,,,0,0
6.896205900000002,0,0,0,0,0,0,0,,,0,0
6.912872700000001,0,0,0,0,0,0,0,,,0,0
6.929539500000001,0,0,0,0,0,0,0,,,0,0
6.946206200000002,0,0,0,0,0,0,0,,,0,0
6.962872900000001,0,0,0,0,0,0,0,,,0,0
6.9795396000000025,0,0,0,0,0,0,0,,,0,0
6.996206300000001,0,0,0,0,0,0,0,,,0,0
7.0128733000000025,0,0,0,0,0,0,0,,,0,0
7.0295402,0,0,0,0,0,0,0,,,0,0
7.0462071,0,0,0,0,0,0,0,,,0,0
7.062873800000002,0,0,0,0,0,0,0,,,0,0
7.0795405,0,0,0,0,0,0,0,,,0,0
7.096207200000002,0,0,0,0,0,0,0,,,0,0
7.112874100000003,0,0,0,0,0,0,0,,,0,0
7.129541,0,0,0,0,0,0,0,,,0,0
7.1462079,0,0,0,0,0,0,0,,,0,0
7.162874600000002,0,0,0,0,0,0,0,,,0,0
7.1795414000000015,0,0,0,0,0,0,0,,,0,0
7.1962081,0,0,0,0,0,0,0,,,0,0
7.212874800000002,0,0,0,0,0,0,0,,,0,0
7.229541600000001,0,0,0,0,0,0,0,,,0,0
7.246208300000003,0,0,0,0,0,0,0,,,0,0
7.262875000000001,0,0,0,0,0,0,0,,,0,0
7.279541900000002,0,0,0,0,0,0,0,,,0,0
7.296208700000001,0,0,0,0,0,0,0,,,0,0
7.312875400000003,0,0,0,0,0,0,0,,,0,0
7.329542200000002,0,0,0,0,0,0,0,,,0,0
7.346209100000003,0,0,0,0,0,0,0,,,0,0
7.362876,0,0,0,0,0,0,0,,,0,0
7.379543000000002,0,0,0,0,0,0,0,,,0,0
7.396209900000002,0,0,0,0,0,0,0,,,0,0
7.412876600000001,0,0,0,0,0,0,0,,,0,0
7.429543300000002,0,0,0,0,0,0,0,,,0,0
7.446210000000001,0,0,0,0,0,0,0,,,0,0
7.4628768,0,0,0,0,0,0,0,,,1,0
7.8755662000000015,0,0,0,0,0,0,0,,,1,0
7.892233000000001,0,0,0,0,0,0,0,,,1,0
7.908900000000003,0,0,0,0,0,0,0,,,1,0
7.9255669,0,0,0,0,0,0,0,,,1,0
7.9422338,0,0,0,0,0,0,0,,,1,0
7.958900800000002,0,0,0,0,0,0,0,,,1,0
7.9755675,0,0,0,0,0,0,0,,,1,0
7.992234400000001,0,0,0,0,0,0,0,,,1,0
8.0089012,0,0,0,0,0,0,0,,,1,0
8.025568200000002,0,0,0,0,0,0,0,,,1,0
8.042235100000003,0,0,0,0,0,0,0,,,1,0
8.058902,0,0,0,0,0,0,0,,,1,0
8.075568700000002,0,0,0,0,0,0,0,,,1,0
8.092235500000001,0,0,0,0,0,0,0,,,1,0
8.108902400000002,0,0,0,0,0,0,0,,,1,0
8.125569200000001,0,0,0,0,0,0,0,,,1,0
8.142236100000002,0,0,0,0,0,0,0,,,1,0
8.158902900000001,0,0,0,0,0,0,0,,,1,0
8.175569600000003,0,0,0,0,0,0,0,,,1,0
8.192236400000002,0,0,0,0,0,0,0,,,1,0
8.208903200000002,0,0,0,0,0,0,0,,,1,0
8.2255702,0,0,0,0,0,0,0,,,1,0
8.2422371,0,0,0,0,0,0,0,,,1,0
8.258903800000002,0,0,0,0,0,0,0,,,1,0
8.275570700000003,0,0,0,0,0,0,0,,,1,0
8.292237500000002,0,0,0,0,0,0,0,,,1,0
8.3089045,0,0,0,0,0,0,0,,,1,0
8.325571200000002,0,0,0,0,0,0,0,,,1,0
8.342238000000002,0,0,0,0,0,0,0,,,1,0
8.358904900000002,0,0,0,0,0,0,0,,,1,0
8.3755719,0,0,0,0,0,0,0,,,1,0
8.3922387,0,0,0,0,0,0,0,,,1,0
8.4089055,0,0,0,0,0,0,0,,,1,0
8.425572300000002,0,0,0,0,0,0,0,,,1,0
8.442239,0,0,0,0,0,0,0,,,1,0
8.458905900000001,0,0,0,0,0,0,0,,,1,0
8.4755726,0,0,0,0,0,0,0,,,1,0
8.492239400000003,0,0,0,0,0,0,0,,,1,0
8.5089061,0,0,0,0,0,0,0,,,1,0
8.525572800000003,0,0,0,0,0,0,0,,,1,0
8.542239600000002,0,0,0,0,0,0,0,,,1,0
8.558906500000003,0,0,0,0,0,0,0,,,1,0
8.575573300000002,0,0,0,0,0,0,0,,,1,0
8.592240100000001,0,0,0,0,0,0,0,,,1,0
8.608907000000002,0,0,0,0,0,0,0,,,1,0
8.625574,0,0,0,0,0,0,0,,,1,0
8.6422408,0,0,0,0,0,0,0,,,1,0
8.658907500000002,0,0,0,0,0,0,0,,,1,0
8.6755742,0,0,0,0,0,0,0,,,1,0
8.6922411,0,0,0,0,0,0,0,,,1,0
8.708908000000001,0,0,0,0,0,0,0,,,1,0
8.725574700000003,0,0,0,0,0,0,0,,,1,0
8.742241500000002,0,0,0,0,0,0,0,,,1,0
8.758908300000002,0,0,0,0,0,0,0,,,1,0
8.7755753,0,0,0,0,0,0,0,,,1,0
8.792242100000003,0,0,0,0,0,0,0,,,1,0
8.808909,0,0,0,0,0,0,0,,,1,0
8.825575800000003,0,0,0,0,0,0,0,,,1,0
8.842242500000001,0,0,0,0,0,0,0,,,1,0
8.8589093,0,0,0,0,0,0,0,,,1,0
8.875576000000002,0,0,0,0,0,0,0,,,1,0
8.8922427,0,0,0,0,0,0,0,,,1,0
8.908909600000001,0,0,0,0,0,0,0,,,1,0
8.925576500000002,0,0,0,0,0,0,0,,,1,0
8.9422435,0,0,0,0,0,0,0,,,1,0
8.9589103,0,0,0,0,0,0,0,,,1,0
8.975577000000001,0,0,0,0,0,0,0,,,1,0
8.992243900000002,0,0,0,0,0,0,0,,,1,0
9.008910700000001,0,0,0,0,0,0,0,,,1,0
9.0255775,0,0,0,0,0,0,0,,,1,0
9.042244200000003,0,0,0,0,0,0,0,,,1,0
9.0589111,0,0,0,0,0,0,0,,,1,0
9.075577800000001,0,0,0,0,0,0,0,,,1,0
9.0922446,0,0,0,0,0,0,0,,,1,0
9.1089114,0,0,0,0,0,0,0,,,1,0
